FIPS,Population,Area,Land Area,Water Area,Median Age,Median Age (Male),Median Age (Female),Pop 16-19,Pop 16-19 (Dropped Out),Median HH,Median Structure Year,Median Value,Median Gross Rent,Median Rent as Pct of Income,Rented Housing Units,Units No Cars
80410044021,327,3.611917,3.611917,0,21.9,21.8,23.8,65,0,,,,,,0,0
80410044022,2267,1.164263,1.164263,0,21.5,21.6,21.1,475,0,,,,,,11,0
80410044023,2951,1.444529,1.444529,0,21.7,21.8,20.5,586,0,118375,1957,,1855,23.5,39,0
80410044031,1220,123.5209,123.4654,0.055413,21,21.2,17.7,94,0,50250,2007,,1736,39.5,205,0
80410045011,1397,1.960504,1.9581,0.002403872,32.5,34.6,17.8,69,0,37935,1983,,912,34.4000015258789,87,0
80410045012,2090,1.209488,1.20265,0.006838256,32.6,32.4,32.7,130,30,54516,1974,149300,1024,25.7000007629395,296,9
80410045013,2006,2.085163,2.077841,0.007322428,31,29.6,31.3,150,62,42321,1974,141400,1165,38.2000007629395,293,0
80410045021,2070,1.231603,1.231603,0,32.5,31.4,32.7,89,0,76417,1986,258600,1115,25.1000003814697,125,36
80410045022,4661,3.38692,2.962067,0.4248529,31.3,32.1,30.5,183,0,79671,2006,252400,1631,23.6000003814697,286,8
80410045031,7058,6.539587,6.523835,0.0157522,30.3,29.9,31.5,426,0,76074,2002,249900,1660,35.7999992370605,286,0
80410045032,1744,0.2055573,0.2055573,0,29.5,29.5,31,137,0,54476,1979,197600,,,27,0
80410045033,954,0.1314029,0.1314029,0,25.7,29.4,20,83,0,78631,1974,182400,,,34,0
80410045034,6064,0.9673099,0.9673099,0,29,29.4,28.5,328,0,77966,2004,235800,1699,33.5,766,0
80410045061,2143,0.2984041,0.296501,0.001903098,32.5,31.1,33.5,94,13,51731,1966,190200,915,28.2000007629395,262,8
80410045062,1264,0.1846534,0.1817059,0.002947504,31.5,31.8,31.1,97,43,70833,,198600,1200,24,64,0
80410045063,803,0.3348344,0.3348344,0,41.3,36.9,43.2,94,0,66211,1965,209200,1400,23.5,28,0
80410045064,1371,0.2234269,0.2234269,0,34.8,29,44.8,44,0,60375,1971,217400,1337,17.2999992370605,43,0
80410045071,1442,0.164232,0.164232,0,27.3,28,25.8,37,0,61989,1980,237500,1307,30.5,143,14
80410045072,547,0.1333095,0.1333095,0,42.1,42.7,41.3,63,14,91250,1975,168600,,,7,0
80410045073,1552,0.5706146,0.5706146,0,35.4,33.6,37.3,110,22,64038,1974,191800,1586,51,48,0
80410045081,1707,0.267814,0.267814,0,27.9,26.9,27.9,34,0,44821,1977,165800,781,23.5,323,62
80410045082,2800,0.8958914,0.8958914,0,31.1,32.7,26,172,29,63255,1994,193600,1383,27.5,337,0
80410045083,1689,1.485767,1.479849,0.005917402,42,40.9,46.3,234,0,33333,1973,161600,666,36,385,57
80410045084,1091,1.070466,1.070466,0,23.1,16.7,24,182,0,59750,1976,,850,14.5,107,0
80410045101,5012,4.451567,4.451567,0,32.3,32.7,30.7,225,49,101016,2008,303100,1753,35.9000015258789,351,0
80410045102,6045,1.119648,1.119648,0,26.9,26.7,27.1,204,0,76875,2004,258400,1678,32.2000007629395,471,17
80410045111,2217,37.29827,37.2716,0.02666769,35.2,33.2,36.9,101,17,54728,1992,176600,1232,24.3999996185303,228,0
80410045112,462,26.2757,26.16612,0.1095816,44.3,28.6,46.9,5,0,,1987,230800,,,5,0
80410045113,4516,1.147968,1.147968,0,34.6,34.7,34.5,160,23,66432,2001,227300,1521,28.5,469,17
80410046011,3329,35.78768,35.78768,0,43,41.4,43.8,165,4,65789,1992,242400,1084,19.6000003814697,151,0
80410046012,903,35.83671,35.83671,0,49,49.8,48.2,21,0,73194,1994,258100,1134,33,45,0
80410046021,1908,179.5816,179.58,0.00155715,35.5,39,31.1,85,6,60750,1993,222500,947,21.1000003814697,218,0
80410046022,1008,367.0796,367.0279,0.05174387,42.6,44,40.4,45,0,53798,1996,175000,1125,26.1000003814697,39,0
80410046023,1713,141.8789,141.855,0.02392598,41.5,40.5,44.9,95,0,73542,1987,275000,775,41.4000015258789,108,0
80410046031,2431,85.60658,85.60658,0,30.6,30.9,29.7,45,0,57596,2001,146100,1533,27.2000007629395,470,16
80410046032,5323,60.51866,60.51866,0,26.9,26.5,27.5,163,0,86609,2000,273600,1713,26.1000003814697,295,0
80410047011,1445,0.247822,0.247822,0,32.3,30,33.1,95,0,68792,1983,247500,1177,30.2999992370605,175,31
80410047012,1305,0.3212949,0.3212949,0,42.6,35.5,49.3,111,14,70543,1979,231000,1569,27.3999996185303,141,10
80410047013,2103,0.3149667,0.3149667,0,41.7,36.2,47.9,147,0,67128,1978,239300,1333,42.4000015258789,180,10
80410047021,1192,0.2665047,0.2665047,0,32.2,30,36.8,39,6,56818,1984,231000,1151,32.5,226,23
80410047022,920,0.1254126,0.1254126,0,33.8,34.4,33.2,40,0,95938,1986,268400,1673,28,68,7
80410047031,606,0.1123299,0.1123299,0,43.2,43,50.3,21,0,90526,1979,228600,,,37,0
80410047032,553,0.1314307,0.1314307,0,62.1,60.6,62.5,16,16,66528,1976,242100,1523,28.5,63,0
80410047033,1077,0.1282373,0.1282373,0,37.6,35.2,38.5,104,0,92930,1977,231700,1878,49.4000015258789,120,79
80410047034,1228,0.2239176,0.2239176,0,30.9,32.1,29.9,80,0,77500,1987,229300,,,41,0
80410047035,2405,0.2984585,0.2984585,0,32.9,31,36.2,237,0,75833,1991,262200,1289,38.0999984741211,443,17
80410047051,5343,0.8187127,0.8187127,0,31.9,31.9,31.8,248,0,88146,2000,281100,1615,29.1000003814697,802,0
80410047052,2001,0.2281404,0.2281404,0,27.5,27,30.3,49,0,58356,2000,253500,1613,33.2999992370605,421,0
80410047053,1635,0.120726,0.120726,0,29.7,29.8,27.9,120,87,94417,1993,249000,1696,22.2999992370605,94,0
80410047061,5512,1.617522,1.617522,0,34.8,34.5,35.5,287,11,102543,2005,296400,1751,29.2000007629395,417,19
80410048001,1403,0.3932501,0.3932501,0,31.8,31.3,33.7,42,0,55074,1980,199000,1187,34.0999984741211,402,50
80410048002,1349,0.2252501,0.2252501,0,39.4,40,37.5,96,0,84861,1976,248700,1115,42.9000015258789,140,0
80410048003,1477,0.2056956,0.2056956,0,31,30.1,33.6,98,18,55525,1975,214200,933,29.6000003814697,309,106
80410048004,793,0.1047055,0.1047055,0,47.1,41.3,51.9,35,0,88750,1975,232100,1632,18.2000007629395,68,0
80410049011,2297,0.2962199,0.2962199,0,29.1,29.7,27.5,172,0,47928,1975,196800,1096,34,609,56
80410049012,1352,0.3620967,0.3620967,0,40,37.3,42.6,24,0,74261,1975,228800,1346,26.1000003814697,123,0
80410049021,1751,0.465479,0.465479,0,31.7,30.1,33.5,32,0,103300,1980,315200,,,101,0
80410049022,790,0.4758559,0.4758559,0,58.8,56.7,60.7,20,0,103846,1987,405400,,,0,0
80410049023,3042,0.634672,0.634672,0,39.8,37.9,40.2,171,0,91522,1995,382100,1349,22.3999996185303,263,0
80410050001,1454,0.763368,0.759958,0.003410054,37.3,37.8,36.9,123,11,80052,1976,204600,1489,51,83,0
80410050002,1214,0.4405376,0.4405376,0,33.8,32.5,36,35,0,56667,1974,170700,991,27.7000007629395,124,0
80410050003,1765,0.1695946,0.1695946,0,28.5,24.8,32.7,59,36,41723,1979,156800,749,27.6000003814697,282,20
80410050004,1144,0.5109873,0.5109873,0,29.4,28.2,32.8,32,0,45063,1976,221800,1066,33.5,301,0
80410051041,8111,14.32808,14.30505,0.02303524,33.6,31.5,34.9,572,0,112572,2010,357700,1946,22.5,202,0
80410051042,2485,36.64347,36.64347,0,49.6,45.4,50.3,111,11,69671,1987,283300,1892,33,137,0
80410051051,3483,0.5320897,0.5320897,0,34.7,31.9,37.7,175,0,125705,1997,277400,1964,15.8999996185303,117,0
80410051052,4116,0.5866174,0.5866174,0,26.8,26.1,28.7,268,32,67298,1998,245900,1297,29.2999992370605,541,42
80410051061,5085,1.385767,1.385767,0,33.1,30.3,35,212,0,89408,2006,287000,1738,29.7000007629395,300,0
80410051062,2679,0.4913343,0.4913343,0,35.6,34.1,39,188,0,75588,2003,235100,1631,26.3999996185303,302,0
80410051063,3084,0.4669435,0.4669435,0,26.8,24.3,30.4,235,0,85962,2005,299800,1695,26.8999996185303,313,15
80410051071,9048,1.784878,1.784878,0,33.7,31.7,34.5,440,0,91833,2006,306700,1749,35.7000007629395,465,29
80410051081,4260,1.328378,1.328378,0,34,31.8,35.2,123,0,100119,1996,251600,1386,30.3999996185303,349,0
80410051082,2324,0.7743731,0.7743731,0,33.5,36.5,32.5,0,0,95651,1998,262700,1638,21.7999992370605,427,0
80410051083,2635,0.3333409,0.3333409,0,31.8,31.3,31.9,114,0,75226,1993,214600,1529,27.2000007629395,171,0
80410051091,2441,0.7858198,0.7858198,0,41,34.4,47.9,78,0,73883,2000,267300,1553,33.2999992370605,319,0
80410051092,2727,0.3706392,0.3706392,0,29.9,29.6,30.1,277,0,82434,2004,254400,1742,28.7000007629395,202,0
80410051093,1382,0.4065814,0.4065814,0,35.6,35.2,41.3,51,0,91172,2005,195300,1705,31.1000003814697,143,0
80410051094,1477,0.2049979,0.2049979,0,35.2,42,30.7,11,0,95583,,279200,2164,31.7000007629395,43,0
80410051101,1798,0.3689446,0.3689446,0,33.4,33.4,33.5,118,0,64494,1988,204600,1450,19.2000007629395,62,6
80410051102,959,0.1437262,0.1437262,0,32.6,32.5,32.9,24,0,63250,1990,188000,1156,31.2999992370605,176,0
80410051103,1473,0.2708974,0.2708974,0,30,30,29.9,49,0,58257,1979,178100,1148,24,216,0
80410051111,2003,0.9405785,0.9405785,0,35.3,37.3,26.8,82,0,52717,1983,51100,633,19.3999996185303,185,0
80410051112,6504,1.265444,1.265444,0,28.3,29.7,26.6,373,0,80637,2005,266600,1481,31.6000003814697,693,0
80410052011,802,0.342407,0.3312011,0.01120584,42.8,42.8,42.9,17,7,16926,1975,264600,705,27.7999992370605,342,39
80410052012,2730,0.13155,0.13155,0,31.1,27.3,35.4,112,23,26829,1974,169000,879,36.2000007629395,1020,99
80410052013,832,0.1657479,0.1657479,0,29.7,28.2,33.8,95,0,52656,1968,152800,1000,33.5999984741211,170,11
80410052021,613,0.1879376,0.1879376,0,62.4,61.2,62.7,0,0,35977,1968,149000,932,33.7999992370605,168,26
80410052022,2468,0.2052758,0.2052758,0,25,23.6,25.3,33,33,43095,1988,141000,1092,29.7000007629395,674,23
80410053001,706,0.1417671,0.1417671,0,37,34.7,37.2,0,0,50385,1968,205600,782,30.1000003814697,187,20
80410053002,1242,0.1406663,0.1406663,0,24.9,26.9,24.6,81,0,76667,1967,187200,1092,18,120,0
80410053003,2967,0.2932033,0.2932033,0,29,29.7,28.5,268,0,41528,1985,158600,1007,43.0999984741211,527,8
80410054001,1549,0.2655989,0.2655989,0,28.2,29.4,26.5,107,0,34063,1975,146600,963,36.5,408,15
80410054002,638,0.2286347,0.2286347,0,27.7,27.4,38.6,46,0,54448,1976,137500,1147,26.2999992370605,106,0
80410054003,2702,0.4276676,0.4276676,0,22.6,18.4,30.6,256,0,28625,1978,127600,513,23.8999996185303,357,32
80410054004,1275,0.1684738,0.1684738,0,34.2,34.6,30.8,76,0,,1974,176500,848,51,291,34
80410055011,2765,1.046513,1.046513,0,39.9,34.5,45.1,99,24,86250,1986,275300,1478,31.5,109,0
80410055012,942,0.1410385,0.1410385,0,50.6,50.7,50,70,0,63542,1989,247300,1636,49.0999984741211,204,122
80410055013,1235,0.1188117,0.1188117,0,28.1,26.2,28.7,131,0,42731,1983,184700,1140,32.5999984741211,372,12
80410055021,1822,0.391964,0.391964,0,33.6,30.6,39.2,32,0,48661,1976,205300,1218,37.5,160,0
80410055022,583,0.1457582,0.1457582,0,31.4,34.2,29.7,44,0,57656,1975,201300,1560,36.5,102,0
80410055023,2225,0.1710108,0.1710108,0,27.8,24.7,30.6,174,21,21701,1976,221200,810,45.4000015258789,928,115
80410056011,1686,0.2580182,0.2580182,0,36.8,34.3,41.8,73,31,62000,1983,223000,1262,30.8999996185303,176,57
80410056012,1545,0.5341291,0.5341291,0,41.8,46,41.5,9,0,72788,1984,228400,1431,22.7999992370605,133,21
80410056013,1975,0.1872673,0.1872673,0,32,32.7,30,173,0,58889,1981,230200,1475,32.0999984741211,324,11
80410056021,1645,0.2813249,0.2813249,0,35.4,37.8,30.9,111,7,72969,1983,222700,1709,27.7999992370605,198,0
80410056022,870,0.1202589,0.1202589,0,33.1,28.5,42.9,26,0,59432,1981,254100,1313,37.2999992370605,53,0
80410056023,907,0.160105,0.160105,0,38.9,41,35.9,33,0,75417,1979,232200,1271,30.6000003814697,125,0
80410057001,1051,0.2622305,0.2622305,0,37.8,47.7,29.8,49,0,57316,1974,250800,,,0,0
80410057002,1942,0.4824424,0.4824424,0,36.3,34.3,41,106,0,60417,1975,208900,1495,29.2999992370605,145,0
80410057003,1799,0.1928495,0.1928495,0,38.4,33.6,51.1,157,0,38105,1973,193600,740,31.3999996185303,629,34
80410057004,1300,0.2772256,0.2772256,0,45.7,38.1,50.9,59,0,125993,1977,393800,,,47,0
80410058001,1367,0.2194373,0.2194373,0,46.1,43.8,46.4,108,0,60350,1979,187500,1196,24.5,164,0
80410058002,598,0.1154214,0.1154214,0,47.4,44.8,47.5,76,0,71023,1976,249100,1469,32.9000015258789,42,0
80410058003,1094,0.2225107,0.2225107,0,39,40.5,37.9,14,0,74135,1976,250000,1183,22.2000007629395,70,0
80410059001,767,0.245722,0.245722,0,46.1,42.6,47.6,17,0,61324,1965,219600,,,16,0
80410059002,1018,0.754741,0.754741,0,59.9,59.9,60,0,0,74362,1976,375600,,,19,0
80410059003,1702,0.4019428,0.4019428,0,27.6,26.8,27.8,145,0,59250,1973,199400,967,40.9000015258789,253,37
80410059004,1816,0.4368804,0.4368804,0,43.7,39.8,48.5,70,0,74972,1987,266100,,18.5,168,0
80410059005,1370,0.5904722,0.5904722,0,35.7,35.1,44,97,0,49242,1979,223800,1451,33.5999984741211,317,0
80410060001,3046,0.2569969,0.2569969,0,32.7,32.6,33,94,0,30072,1971,168600,843,34,1093,552
80410060002,1534,0.2607267,0.2607267,0,23.7,22.9,25,56,0,34846,1972,188400,844,37.7999992370605,274,0
80410060003,1321,0.5166703,0.5166703,0,45,37.7,47.7,89,0,60485,1965,220300,,,136,0
80410060004,1144,0.4977008,0.4977008,0,48.1,42.5,48.6,40,0,48988,1968,170800,1625,32.5,60,0
80410061001,1946,0.2546746,0.2546746,0,25.1,25.6,24.7,54,10,36442,1980,195300,867,30.3999996185303,783,35
80410061002,2394,0.2663526,0.2663526,0,31.9,28.7,33.7,96,0,46224,1969,132500,1054,34.5999984741211,500,33
80410062001,1514,0.4249333,0.4249333,0,38.4,31.4,47.1,8,0,36453,1981,30100,978,30.8999996185303,584,98
80410062002,1569,0.1658749,0.1658749,0,28.6,26.3,33.8,104,4,48750,1980,173300,1096,28.2999992370605,213,14
80410062003,2111,0.8028894,0.8028894,0,25.5,20.4,29.2,184,0,41891,2001,148800,1258,41.9000015258789,313,6
80410063011,1504,0.2795148,0.2795148,0,34.7,46.2,31.9,71,0,67143,1997,222400,1848,30.2999992370605,92,0
80410063012,1148,0.3145308,0.3145308,0,31.9,29,34.2,73,0,50167,1980,167300,1647,37.0999984741211,79,0
80410063013,2544,0.404764,0.404764,0,29.9,32.3,28.1,52,0,64231,1983,181700,1252,27.5,199,9
80410063021,4600,0.4970181,0.4970181,0,27.2,27.2,27.2,290,18,45568,1994,224800,1156,36.2000007629395,1360,74
80410063022,1435,0.1641602,0.1641602,0,25.8,25.7,26.1,0,0,39036,1993,,878,24.3999996185303,595,97
80410064001,2876,0.5954514,0.5954514,0,23.9,22.8,24.8,276,11,25568,1987,187000,921,51,659,39
80410064002,2134,0.2246389,0.2246389,0,29.7,29.8,28.4,129,0,72980,1978,180000,1266,23,255,0
80410064003,896,0.1278473,0.1278473,0,37.4,33,42.6,48,0,54250,1977,152800,1594,23.8999996185303,112,0
80410064004,1624,0.3110192,0.3110192,0,31.6,23.6,36.4,36,0,39682,1977,165500,1558,31.7999992370605,211,32
80410065011,1830,0.4345507,0.4345507,0,31.1,27.9,31.7,108,0,57708,1984,177400,1240,29.7999992370605,95,0
80410065012,2047,0.1913125,0.1913125,0,28.6,26.8,30.2,104,36,53534,1983,34400,1148,32.9000015258789,176,14
80410065021,500,0.1047704,0.1047704,0,27.1,31,26.5,0,0,43478,1982,186500,1030,28.8999996185303,95,0
80410065022,5208,0.715467,0.715467,0,29.7,29.9,29.5,386,0,51161,2002,193800,1574,27.3999996185303,476,17
80410065023,1800,0.1916631,0.1916631,0,32.2,29.9,33.3,0,0,87636,1983,176600,1411,21.6000003814697,111,0
80410066001,833,0.1979492,0.1979492,0,45.3,45,47.2,18,0,88958,1963,304200,,,22,10
80410066002,818,0.2067044,0.2067044,0,54.3,55.1,52.8,57,0,40795,1957,268100,706,33.2000007629395,167,80
80410066003,717,0.602568,0.567125,0.03544302,58,58.3,57.4,9,0,53098,1963,323600,1077,51,125,12
80410067001,1812,1.672139,1.672139,0,40.3,40.9,34.1,15,15,56494,0,332600,995,25.1000003814697,620,51
80410067002,1355,0.7990925,0.7990925,0,57.2,55.7,58.9,31,0,60658,1973,360500,962,25,265,15
80410067003,1384,2.108714,2.108714,0,40.8,38.5,44,97,17,38159,0,349400,820,36.7999992370605,251,12
80410067004,1581,1.19187,1.19187,0,46.4,43.8,46.6,86,0,108882,1978,401200,674,51,105,16
80410068011,2766,0.4168799,0.4168799,0,31.2,29.4,35,117,6,63329,1986,268600,1163,26.7000007629395,509,17
80410068012,1538,0.3195521,0.3195521,0,43.5,36.6,48.2,83,0,73403,,223600,1488,29.2999992370605,101,38
80410068021,2835,0.5001772,0.5001772,0,33.3,37.3,31.5,136,6,90689,1991,304800,1891,35.2999992370605,195,0
80410068022,1219,0.3098721,0.3098721,0,37.4,28.6,45.7,50,0,61406,1984,227000,1592,38.5,155,21
80410069011,2782,0.4710682,0.4710682,0,34.5,33,36.3,111,0,100870,1994,303300,1787,24.2999992370605,160,0
80410069012,2327,0.3787755,0.3787755,0,36.9,38,36.9,158,9,118182,1994,320700,1884,18.6000003814697,98,0
80410069021,2078,0.3476534,0.3476534,0,34.3,31.3,34.5,189,7,78500,1987,271500,1569,42.7000007629395,251,0
80410069022,1154,0.3459016,0.3459016,0,31.3,29.8,33.3,89,0,97639,1998,292600,1882,28,74,0
80410069023,2007,0.2637425,0.2637425,0,27.9,26.7,31,52,0,82634,1990,294900,1415,28.2999992370605,324,0
80410070001,1711,0.8315765,0.8315765,0,38.4,35.7,43,116,0,113917,1995,425000,1452,19.6000003814697,169,0
80410070002,2809,1.197998,1.197998,0,42.8,42.1,45.5,118,23,125530,1997,398300,1401,33.2999992370605,312,12
80410071011,10685,6.122998,6.117188,0.005810452,34,34.6,34,635,21,120886,2011,449700,1789,33.0999984741211,926,0
80410071021,2708,0.5792564,0.5792564,0,33.2,34.3,32.4,96,0,118092,1992,346700,2152,23.1000003814697,93,0
80410071022,7389,2.184028,2.184028,0,37.4,36.4,38.4,553,0,147687,2003,441100,2225,21.1000003814697,351,0
80410072011,4277,3.293509,3.276126,0.01738309,33.9,31.5,36.9,292,0,100053,2006,424900,1551,31.7999992370605,790,19
80410072012,6474,3.397847,3.397847,0,41.6,41.7,41.5,351,14,142014,2008,534800,1751,38.5999984741211,565,84
80410072021,2331,1.259419,1.259419,0,49.2,43.4,53.1,158,0,130536,1991,384200,,,12,0
80410072022,4532,1.960133,1.954959,0.005173769,45.2,45.5,44.8,257,0,123214,1999,379400,1583,21.2000007629395,146,0
80410072023,2725,2.554688,2.551042,0.003646349,38.3,34.6,43,176,0,96577,2003,404100,1275,36.7999992370605,276,22
80410073001,5098,5.836953,5.836953,0,42.9,42.4,43.6,333,0,137115,2004,448000,1817,25.8999996185303,302,0
80410073002,3371,1.701657,1.701657,0,37.3,37.3,37.2,221,0,102318,2001,422600,1714,26.1000003814697,304,0
80410073003,2317,7.35728,7.35728,0,47.2,51.5,46.7,68,0,143188,1998,641400,,,32,0
80410074001,4272,2.679061,2.679061,0,41.9,41.6,42.4,532,0,172956,1993,519700,,,0,0
80410074002,2366,2.02076,1.958986,0.06177365,55.1,54.5,55.7,114,0,137188,1986,472600,,,22,0
80410074003,2257,7.351365,7.34149,0.009874563,47.7,49.1,47.5,169,0,222321,2002,647200,,,0,0
80410075001,6281,34.62431,34.61624,0.008077257,43.8,43.9,43.8,453,0,136650,2003,604200,2555,23.2999992370605,119,0
80410075002,995,5.847228,5.844585,0.002642869,47.4,48.2,39.8,0,0,108750,1982,498500,2011,24.8999996185303,43,0
80410075003,1576,20.75589,20.72695,0.02894261,47.2,48.4,42.6,240,0,94747,1996,503800,,,58,0
80410076011,6367,14.47479,14.46918,0.005613153,38.1,39.1,37.7,472,0,107436,2005,348400,2118,21,104,0
80410076012,3038,5.025414,5.011713,0.01370161,37.5,37.2,37.9,112,0,114500,2007,371500,,,39,0
80410076021,1386,15.54022,15.54022,0,51.2,51.3,51,77,0,128929,1994,571900,2620,23.1000003814697,35,0
80410076022,846,3.9463,3.9463,0,48.8,44.9,50,49,0,130000,1992,520600,,,0,0
80410076023,1292,6.111753,6.111753,0,45.3,48.4,38.6,104,0,112273,1986,428400,,,36,0
80410077001,1466,0.325103,0.325103,0,35.4,38.2,35.1,19,0,51967,1983,235000,1149,33.5999984741211,473,58
80410077002,3644,1.451016,1.451016,0,35,35.1,35,95,0,101750,1984,384600,1153,23.2999992370605,625,21
80410077003,1013,0.5409419,0.5409419,0,33.5,33.1,33.7,0,0,57969,1977,251400,997,27.7000007629395,245,21
80410078001,3441,1.541016,1.538577,0.002439007,21.4,21.7,21.2,1036,0,67656,2000,414200,1579,31.7000007629395,500,24
80410078002,2016,0.4777501,0.4777501,0,45.9,47.4,41.4,28,0,60433,1983,294900,1306,32.0999984741211,395,44
80410079001,1499,1.463576,1.441842,0.02173408,53.1,49.6,54.1,163,0,139904,1996,391200,1212,51,39,0
80410079002,1248,0.9138602,0.9109135,0.002946732,69.1,69.2,69.1,30,0,69135,1981,363100,1361,23,80,0
80410080001,1308,0.2262686,0.2262686,0,35.6,32.2,39.9,77,0,43750,1966,260000,917,37.2000007629395,259,45
80410080002,2048,0.5064664,0.5064664,0,30.1,26.3,32,101,44,51143,1978,225400,1091,31,499,25
80410080003,1181,0.3444923,0.3444923,0,33.2,33.6,33.1,41,0,47981,1977,214800,883,27.8999996185303,387,63
80439781001,1208,137.4559,137.3174,0.1385199,46.7,44.8,48.2,39,0,83167,1991,280000,1040,45.5999984741211,94,40
80439781002,1379,11.00512,11.00512,0,47.8,49,46.8,42,0,50833,1976,185400,1089,51,100,0
80439781003,539,13.18514,13.18514,0,61.3,60.2,63.1,14,0,75357,1993,222100,1559,31.3999996185303,39,4
80439781004,448,1.272505,1.272505,0,38.5,42.3,36,55,0,50795,1979,124700,,,20,0
80439782001,1951,11.67365,11.57977,0.0938792,53,52.5,56.2,92,0,51447,1971,142100,1028,21.8999996185303,234,6
80439782002,969,0.9868799,0.9677238,0.01915607,48.8,49.1,48.7,57,0,37000,0,110600,713,36.2999992370605,170,0
80439782003,708,3.156372,3.156372,0,32.8,22.6,36.9,43,0,34821,1958,97000,,18.7999992370605,96,10
80439783001,1480,77.57417,77.57417,0,52.9,50.8,54.1,102,0,58125,1987,264000,,51,112,26
80439783002,810,0.368104,0.368104,0,52.7,47.4,54.6,59,0,51583,1974,152800,,,15,0
80439783003,1646,0.6400176,0.6400176,0,33,32.2,34.5,19,0,39393,1997,,864,41.0999984741211,142,17
80439783004,1330,0.5666301,0.5666301,0,47.7,40.8,50.3,22,0,42375,1974,155500,823,31.2999992370605,100,0
80439784001,1625,2.569592,2.561873,0.007718955,42.5,40.7,45.7,30,0,63092,1989,204300,1250,18.6000003814697,66,0
80439784002,763,0.7027349,0.7027349,0,46.6,44,46.7,15,0,24844,1979,136800,481,31.5,227,38
80439785001,1617,5.839798,5.839798,0,41.8,33.5,50.9,51,0,62757,1993,163900,858,40.2999992370605,213,94
80439785002,1446,2.304435,2.278831,0.02560437,45.8,53.7,37.9,37,0,56534,1988,165600,1073,23.2000007629395,169,11
80439785003,1611,0.6056885,0.6056885,0,58.8,44.6,63.4,0,0,33687,1973,163900,640,33,447,100
80439785004,1041,0.1455818,0.1455818,0,42.8,40.8,43.7,86,0,66576,1962,146000,,,34,0
80439786001,873,0.2711696,0.2711696,0,36,37.6,35.8,47,0,41367,1962,121600,851,36,103,35
80439786002,916,0.2149033,0.2149033,0,30.5,29.1,36,38,0,52067,1955,134800,1008,26.8999996185303,128,0
80439786003,1097,0.1955465,0.1955465,0,29,28,29,55,0,37552,0,157500,827,31.2000007629395,441,92
80439786004,745,0.2637425,0.2637425,0,39.4,28.7,50.9,44,0,42850,1955,123300,730,26.3999996185303,241,36
80439788001,781,1.096233,1.096233,0,35.8,34.8,40.7,36,0,58571,1945,153500,784,51,109,0
80439788002,1026,0.566142,0.566142,0,48.9,46.8,49.4,21,0,55245,1970,162500,640,23.7999992370605,206,19
80439788003,506,0.2862357,0.2862357,0,56.4,58.2,46.8,25,0,49792,1958,123300,537,28.3999996185303,85,0
80439790001,1140,182.6652,182.6612,0.003991138,62.4,62.8,60.7,0,0,36086,1993,140800,,,30,0
80439790002,974,66.71545,66.67471,0.04074729,44.5,46.1,41.9,83,0,73333,1977,287100,1069,25.6000003814697,39,0
80439790003,1342,759.6917,759.6812,0.01047997,59.1,61.8,55.6,56,0,54875,1993,265500,748,31.3999996185303,103,0
80439791001,1560,1.183258,1.183258,0,48.8,47.3,50.6,84,27,64615,1976,209800,,9,121,29
80439791002,764,0.9834856,0.9834856,0,56.1,51.8,56.5,53,0,53409,1974,214200,,,65,6
80439791003,784,4.087675,4.051982,0.03569283,48.3,47.6,49.2,19,0,46250,1959,152100,908,25.3999996185303,108,0
80439792001,279,81.29147,81.27867,0.01279697,52.5,38.8,60.4,25,0,54792,1987,333900,,,18,0
80439792002,1434,16.337,16.32505,0.01194755,60,59.5,60.5,88,0,89573,2004,357900,1391,35,32,0
80439794001,3196,141.4064,141.0057,0.4006246,48.5,46.2,52.6,135,0,54054,1994,156300,1125,35.9000015258789,171,4
80439801001,308,0.2595522,0.2595522,0,41.9,41.9,,0,0,,,,,,0,0
80439802001,3073,0.9971386,0.9971386,0,39.9,40.1,,0,0,,,,,,0,0
80439803001,5952,5.366412,5.30448,0.06193195,38,38.2,32.3,8,0,,,,,,0,0
80459516001,594,558.9332,555.4644,3.468786,53.7,57.4,48.6,0,0,117522,1999,417400,,,20,0
80459516002,1646,0.3911308,0.3911308,0,23.2,31.9,17.5,152,0,40101,1994,283000,1128,32.5999984741211,361,0
80459516003,824,1.617552,1.617552,0,44.3,46.5,44.3,58,19,84792,1985,668400,1118,40.2000007629395,183,8
80459516004,742,15.9439,15.9439,0,56.3,48.3,57.9,24,0,106442,1976,439300,,,13,0
80459517011,611,0.1760842,0.1760842,0,32,33.5,31,0,0,76090,1994,347200,1403,19.1000003814697,47,0
80459517012,2541,1.825913,1.772264,0.0536489,35.5,32.4,38.3,83,0,84550,1995,457000,1728,31.3999996185303,377,5
80459517013,1010,3.04298,3.04298,0,39.9,39.4,40.6,77,0,67201,1990,390500,1604,24,236,0
80459517021,723,0.1898955,0.1898955,0,36.9,30.7,54.1,57,0,,1970,392100,1121,36.7000007629395,151,18
80459517022,944,0.1438285,0.1438285,0,47.9,48.6,47.6,27,0,40260,1958,406900,979,35.5999984741211,363,82
80459517023,968,0.2318659,0.2318659,0,42.8,43.1,40.3,18,0,60962,1956,373800,888,34.7000007629395,214,0
80459517024,548,3.821276,3.821276,0,37.8,46.1,37.2,43,0,61976,1954,358600,1054,17.7999992370605,68,0
